1,prey.limb.length,prey.vision.distance,prey.vision.angle,freeze.distance,flight.initiation.distance,prey.exhaustion.distance,time.to.turn,time.spent.circling,predator.limb.length,predator.vision.distance,predator.vision.angle,predator.exhaustion.distance,kill.distance,obstacle.proportion,obstacle.radius,prey.obstacle.sensitivity,predator.obstacle.sensitivity,number.of.refuges,number.of.target.patches,prob.escape,prob.avoid.detection,mean.sim.time,median.sim.time,mean.prey.curviness,median.prey.curviness,mean.predator.curviness,median.predator.curviness,prob.escape.if.detected,mean.detect.time,median.detect.time,mean.pursuit.time,median.pursuit.time,mean.prey.escape.length,median.prey.escape.length,mean.predator.pursuit.length,median.predator.pursuit.length
predator-prey-model-revised-17_03_2020-PS_010.csv.8182,0.8,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.23,0.05,348.653,303.6,0.484940328,0.211912308,0.342160581,0.368064376,0.189473684,248.5884211,249.9,61.57368421,24.3,123.0054515,54.57278688,25.52848024,11.03596616
predator-prey-model-revised-17_03_2020-PS_010.csv.8272,0.8,15,180,10,5,510,3,1,0.5,15,210,510,1,0.05,1,0.99,0.99,1,0,0.15,0,280.277,223.35,1.031709616,0.183002607,0.348769261,0.346264811,0.15,201.9265,147.95,63.7145,29.4,130.3496127,69.60237115,26.13433637,12.55625619
predator-prey-model-revised-17_03_2020-PS_010.csv.8368,0.8,15,180,10,5,510,3,1,0.5,15,240,510,1,0.05,1,0.99,0.99,1,0,0.15,0.02,283.1165,252.475,0.584522258,0.21702667,0.32148994,0.35453271,0.132653061,185.955102,124.425,78.5622449,51.975,154.378172,95.44900918,33.98489159,25.14889523
predator-prey-model-revised-17_03_2020-PS_010.csv.8470,0.8,15,180,10,5,510,3,1,0.5,15,270,510,1,0.05,1,0.99,0.99,1,0,0.22,0.03,288.0435,201.4,0.41643174,0.208076106,0.318562591,0.356758463,0.195876289,206.5726804,135,54.40515464,30.2,109.5490021,57.07047411,21.61382867,11.50114252
predator-prey-model-revised-17_03_2020-PS_010.csv.8572,0.8,15,180,10,5,510,3,1,0.5,15,300,510,1,0.05,1,0.99,0.99,1,0,0.13,0.05,305.308,241.725,1.18880512,0.19671529,0.308606699,0.329377668,0.084210526,200.8194737,149.15,66.78052632,16.55,131.918384,30.80232275,28.77950776,12.67412695
predator-prey-model-revised-17_03_2020-PS_010.csv.8671,0.8,15,180,10,5,510,3,1,0.5,15,330,510,1,0.05,1,0.99,0.99,1,0,0.19,0.06,325.56,253.375,0.343479261,0.177352243,0.345086569,0.321800842,0.138297872,224.181383,130.775,58.68404255,31.05,122.0958567,56.57036441,21.63523251,10.53508995
predator-prey-model-revised-17_03_2020-PS_010.csv.8765,0.9,15,180,10,5,510,3,1,0.5,15,30,510,1,0.05,1,0.99,0.99,1,0,0.33,0.01,367.9225,305.575,0.34333066,0.21369858,0.602255044,0.415372185,0.323232323,282.1909091,203.1,68.35454545,37.25,124.5799522,59.88008841,9.919617911,6.784970366
predator-prey-model-revised-17_03_2020-PS_010.csv.8873,0.9,15,180,10,5,510,3,1,0.5,15,60,510,1,0.05,1,0.99,0.99,1,0,0.2,0.04,360.9835,314.125,0.508167692,0.201108943,0.458257341,0.342868667,0.166666667,263.1479167,207.075,67.01510417,27.75,125.3510953,51.02986225,15.78905731,10.92921335
predator-prey-model-revised-17_03_2020-PS_010.csv.8965,0.9,15,180,10,5,510,3,1,0.5,15,90,510,1,0.05,1,0.99,0.99,1,0,0.18,0.04,331.664,278,0.443749824,0.194673441,0.372483443,0.319000372,0.145833333,248.6197917,200.525,57.60729167,29.2,107.4013796,50.98664589,17.32686047,10.68663128
predator-prey-model-revised-17_03_2020-PS_010.csv.9077,0.9,15,180,10,5,510,3,1,0.5,15,120,510,1,0.05,1,0.99,0.99,1,0,0.12,0.01,301.38,225.025,1.103176702,0.22528888,0.382265214,0.34308876,0.111111111,234.8823232,169.05,56.6459596,30.65,106.590757,52.03917201,20.29201232,14.80896323
predator-prey-model-revised-17_03_2020-PS_010.csv.9168,0.9,15,180,10,5,510,3,1,0.5,15,150,510,1,0.05,1,0.99,0.99,1,0,0.23,0.03,293.7205,256.475,0.53516902,0.217576284,0.348533257,0.356630313,0.206185567,209.8448454,143.45,59.33402062,27.35,110.8887054,52.63106734,22.85530526,13.26055213
predator-prey-model-revised-17_03_2020-PS_010.csv.9265,0.9,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.16,0.01,326.6425,286.05,0.835777073,0.20788736,0.325431691,0.359113649,0.151515152,248.7813131,194.75,65.28838384,27.1,124.4769846,50.78677151,24.79590804,17.72311985
predator-prey-model-revised-17_03_2020-PS_010.csv.9377,0.9,15,180,10,5,510,3,1,0.5,15,210,510,1,0.05,1,0.99,0.99,1,0,0.14,0.03,332.534,271.925,0.653233367,0.209292398,0.333575298,0.338815999,0.113402062,232.2731959,167.2,75.3814433,30.5,142.8888483,60.46704133,28.57359739,18.72773008
predator-prey-model-revised-17_03_2020-PS_010.csv.9465,0.9,15,180,10,5,510,3,1,0.5,15,240,510,1,0.05,1,0.99,0.99,1,0,0.16,0.04,325.0565,279.425,0.355406962,0.209966293,0.313244137,0.333322745,0.125,239.7671875,179.025,57.51041667,16.025,108.6834987,24.87455804,26.13195631,11.95617014
predator-prey-model-revised-17_03_2020-PS_010.csv.9572,0.9,15,180,10,5,510,3,1,0.5,15,270,510,1,0.05,1,0.99,0.99,1,0,0.13,0.02,321.462,291.55,0.516930628,0.215606838,0.348736374,0.36327554,0.112244898,227.4765306,163.7,77.54897959,36.4,146.1965097,62.76302243,32.70672953,21.73252394
predator-prey-model-revised-17_03_2020-PS_010.csv.9668,0.9,15,180,10,5,510,3,1,0.5,15,300,510,1,0.05,1,0.99,0.99,1,0,0.16,0.04,300.105,224.75,0.899308324,0.209009903,0.299634029,0.299866599,0.125,210.7286458,152.95,55.49270833,11.825,105.1330049,18.8208827,24.35558714,9.036388039
predator-prey-model-revised-17_03_2020-PS_010.csv.9776,0.9,15,180,10,5,510,3,1,0.5,15,330,510,1,0.05,1,0.99,0.99,1,0,0.14,0.03,305.2275,230.9,0.545631764,0.184050422,0.275036136,0.28343138,0.113402062,210.6963918,117.15,67.8943299,22.65,131.4070348,40.89670103,29.76780254,15.6940402
predator-prey-model-revised-17_03_2020-PS_010.csv.9877,1,15,180,10,5,510,3,1,0.5,15,30,510,1,0.05,1,0.99,0.99,1,0,0.22,0.1,378.035,329.275,1.076202375,0.206073738,0.433013155,0.316489876,0.133333333,258.1838889,202.675,67.74944444,36.475,117.9761985,57.6349109,8.884688884,6.046123677
predator-prey-model-revised-17_03_2020-PS_010.csv.9971,1,15,180,10,5,510,3,1,0.5,15,60,510,1,0.05,1,0.99,0.99,1,0,0.13,0.01,327.8855,290.7,0.490666657,0.205086978,0.437672407,0.34779032,0.121212121,238.2075758,177.25,77.43232323,34.15,137.4742915,67.25011809,17.4932922,12.54797486
predator-prey-model-revised-17_03_2020-PS_010.csv.10071,1,15,180,10,5,510,3,1,0.5,15,90,510,1,0.05,1,0.99,0.99,1,0,0.2,0.02,326.4745,285.25,0.406760977,0.215675326,0.401918094,0.362662008,0.183673469,245.2877551,182.575,72.49897959,55.175,125.8232541,88.5348134,20.80060188,16.56523213
predator-prey-model-revised-17_03_2020-PS_010.csv.10172,1,15,180,10,5,510,3,1,0.5,15,120,510,1,0.05,1,0.99,0.99,1,0,0.17,0.02,318.5955,266.875,0.396080386,0.221216403,0.385179855,0.373411416,0.153061224,240.1831633,135.775,62.7127551,31.475,112.2332436,47.46464577,23.05981161,16.33512837
predator-prey-model-revised-17_03_2020-PS_010.csv.10273,1,15,180,10,5,510,3,1,0.5,15,150,510,1,0.05,1,0.99,0.99,1,0,0.27,0.05,335.3145,232.075,0.258285468,0.208713877,0.391454398,0.353031378,0.231578947,237.9236842,141.4,59.42947368,39.8,105.8895122,70.27780426,24.15785356,16.30509595
predator-prey-model-revised-17_03_2020-PS_010.csv.10371,1,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.17,0.02,281.612,237.4,0.6771237,0.218917187,0.298676752,0.319348159,0.153061224,210.455102,149.825,56.00918367,18.9,100.3441692,26.54664058,24.51519584,15.03441109
predator-prey-model-revised-17_03_2020-PS_010.csv.10483,1,15,180,10,5,510,3,1,0.5,15,210,510,1,0.05,1,0.99,0.99,1,0,0.09,0.01,314.4175,306.675,0.658627997,0.207726446,0.338266182,0.371633097,0.080808081,250.4883838,174.6,53.05959596,15.15,94.43461753,25.18355692,22.44925867,11.18179221
predator-prey-model-revised-17_03_2020-PS_010.csv.10571,1,15,180,10,5,510,3,1,0.5,15,240,510,1,0.05,1,0.99,0.99,1,0,0.17,0.04,326.7355,255.125,0.572394385,0.22157834,0.279820112,0.296073245,0.135416667,234.9697917,172.6,57.91614583,21.075,99.34862211,29.91501643,27.65279676,18.41952315
predator-prey-model-revised-17_03_2020-PS_010.csv.10669,1,15,180,10,5,510,3,1,0.5,15,270,510,1,0.05,1,0.99,0.99,1,0,0.13,0.02,277.673,238.925,0.728677455,0.213054918,0.308798055,0.349166282,0.112244898,187.4188776,141.975,73.01836735,36.175,128.3260755,60.24546247,34.44354129,24.01687035
predator-prey-model-revised-17_03_2020-PS_010.csv.10778,1,15,180,10,5,510,3,1,0.5,15,300,510,1,0.05,1,0.99,0.99,1,0,0.19,0.04,307.877,250.575,0.36095706,0.194808469,0.324207261,0.337473279,0.15625,214.2489583,150.9,62.62708333,18.05,113.0141986,31.55508394,26.66089455,13.34684299
predator-prey-model-revised-17_03_2020-PS_010.csv.10882,1,15,180,10,5,510,3,1,0.5,15,330,510,1,0.05,1,0.99,0.99,1,0,0.09,0,287.115,228.325,0.752675836,0.206350308,0.284663351,0.248720629,0.09,231.6375,184.3,50.193,6.975,90.89547163,13.40502872,22.82231124,6.100026506
predator-prey-model-revised-17_03_2020-PS_011.csv.1,0.1,15,180,10,5,510,3,1,0.5,15,180,10,1,0.05,1,0.99,0.99,1,0,0.77,0.01,242.2755,182.85,0.369360973,0.243700046,0.562021126,0.467835173,0.767676768,212.4590909,147.1,22.21111111,15.1,72.86128058,44.79734006,6.858630938,9.896371382
predator-prey-model-revised-17_03_2020-PS_011.csv.78,0.1,15,180,10,5,510,3,1,0.5,15,180,110,1,0.05,1,0.99,0.99,1,0,0.43,0.05,289.097,207.875,0.385114653,0.246685025,0.470673931,0.439953315,0.4,193.8689474,124.15,55.58105263,42.6,179.8311297,136.935685,19.49266405,12.78602053
predator-prey-model-revised-17_03_2020-PS_011.csv.173,0.1,15,180,10,5,510,3,1,0.5,15,180,210,1,0.05,1,0.99,0.99,1,0,0.37,0.04,331.163,238.425,0.377861767,0.254775567,0.419973467,0.408154232,0.34375,238.8192708,155.325,60.71145833,41.05,196.5166945,129.9243379,23.67183589,15.39546097
predator-prey-model-revised-17_03_2020-PS_011.csv.270,0.1,15,180,10,5,510,3,1,0.5,15,180,310,1,0.05,1,0.99,0.99,1,0,0.35,0.03,278.5345,194.2,0.457064334,0.262125732,0.456308011,0.419602242,0.329896907,202.3206186,123,50.88762887,36.8,163.3507615,114.6650933,18.53978082,11.49789624
predator-prey-model-revised-17_03_2020-PS_011.csv.372,0.1,15,180,10,5,510,3,1,0.5,15,180,410,1,0.05,1,0.99,0.99,1,0,0.41,0.04,289.9525,232.625,0.404568952,0.237771782,0.44651837,0.435139747,0.385416667,177.6239583,122.375,62.90625,42.275,205.3648555,137.2416439,23.18715249,11.65644534
predator-prey-model-revised-17_03_2020-PS_011.csv.472,0.1,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.41,0.03,303.7215,208.175,0.371738615,0.241434827,0.400544346,0.388770749,0.391752577,230.6845361,139.3,49.57680412,38.9,161.7459196,113.6161657,17.22636378,13.85260746
predator-prey-model-revised-17_03_2020-PS_011.csv.570,0.1,15,180,10,5,510,3,1,0.5,15,180,610,1,0.05,1,0.99,0.99,1,0,0.4,0.04,323.9815,231.9,0.331788778,0.233980644,0.473819166,0.429168882,0.375,234.2395833,161.3,57.63489583,35.85,189.1390807,115.6867671,22.31704634,14.33054063
predator-prey-model-revised-17_03_2020-PS_011.csv.668,0.1,15,180,10,5,510,3,1,0.5,15,180,710,1,0.05,1,0.99,0.99,1,0,0.39,0.03,278.7015,201.9,0.540535153,0.246966103,0.412158182,0.422558147,0.371134021,193.1061856,126.7,58.41443299,45.65,192.4045468,139.7927501,23.28745111,14.83088557
predator-prey-model-revised-17_03_2020-PS_011.csv.769,0.1,15,180,10,5,510,3,1,0.5,15,180,810,1,0.05,1,0.99,0.99,1,0,0.33,0.02,265.6075,199.45,0.310035585,0.247102517,0.47640896,0.428981745,0.316326531,188.5188776,114.15,56.34030612,37.35,182.8019179,120.2245712,21.46789425,15.96747103
predator-prey-model-revised-17_03_2020-PS_011.csv.874,0.1,15,180,10,5,510,3,1,0.5,15,180,910,1,0.05,1,0.99,0.99,1,0,0.38,0,271.5065,190.7,0.403263818,0.2401809,0.499749926,0.424747529,0.38,204.8475,143.95,61.364,50.625,199.8632406,172.0466318,21.7662332,14.8601392
predator-prey-model-revised-17_03_2020-PS_011.csv.972,0.1,15,180,10,5,510,3,1,0.5,15,180,1010,1,0.05,1,0.99,0.99,1,0,0.28,0.01,320.8445,272.2,0.435756316,0.238656927,0.474429716,0.411870234,0.272727273,253.5338384,205.25,53.92727273,32.55,176.9870185,106.8141787,20.53748191,14.55322371
predator-prey-model-revised-17_03_2020-PS_011.csv.1071,0.2,15,180,10,5,510,3,1,0.5,15,180,10,1,0.05,1,0.99,0.99,1,0,0.72,0,279.515,216.575,0.35426799,0.196768737,0.436289882,0.397732383,0.72,217.2515,135.25,47.1685,44.1,188.0513801,162.3193349,7.693232504,9.937171764
predator-prey-model-revised-17_03_2020-PS_011.csv.1166,0.2,15,180,10,5,510,3,1,0.5,15,180,110,1,0.05,1,0.99,0.99,1,0,0.27,0.02,284.812,244.175,0.377875804,0.190342974,0.439597174,0.395518857,0.255102041,169.752551,125.6,77.17908163,92.475,305.0363386,351.0370529,22.10684606,15.40709706
predator-prey-model-revised-17_03_2020-PS_011.csv.1271,0.2,15,180,10,5,510,3,1,0.5,15,180,210,1,0.05,1,0.99,0.99,1,0,0.2,0.01,313.766,265.375,0.516476375,0.191440495,0.451630187,0.434225237,0.191919192,218.3888889,167.45,65.1030303,50.25,264.9627994,213.7785923,21.1360633,11.99125153
predator-prey-model-revised-17_03_2020-PS_011.csv.1373,0.2,15,180,10,5,510,3,1,0.5,15,180,310,1,0.05,1,0.99,0.99,1,0,0.23,0.01,300.805,246.775,0.429045286,0.181865546,0.465229121,0.418583855,0.222222222,192.6277778,137,66.87323232,66.75,270.6900478,268.8965202,17.99714642,13.31672026
predator-prey-model-revised-17_03_2020-PS_011.csv.1470,0.2,15,180,10,5,510,3,1,0.5,15,180,410,1,0.05,1,0.99,0.99,1,0,0.12,0.04,306.0475,247.35,0.317854446,0.179407621,0.452508987,0.383811348,0.083333333,184.5286458,108.175,68.9734375,77.275,279.5541884,301.9709552,22.60420972,12.93911651
predator-prey-model-revised-17_03_2020-PS_011.csv.1572,0.2,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.16,0.02,345.3155,302.05,0.299958713,0.18644969,0.438906371,0.427537771,0.142857143,220.0153061,171.75,81.73163265,105.425,325.3287662,440.7758331,25.37711763,21.07280819
predator-prey-model-revised-17_03_2020-PS_011.csv.1674,0.2,15,180,10,5,510,3,1,0.5,15,180,610,1,0.05,1,0.99,0.99,1,0,0.21,0.01,349.485,277.1,0.218625483,0.189037501,0.423409887,0.395630598,0.202020202,236.530303,145.9,80.29292929,106.7,316.7142426,400.743035,21.20695174,16.88178483
predator-prey-model-revised-17_03_2020-PS_011.csv.1774,0.2,15,180,10,5,510,3,1,0.5,15,180,710,1,0.05,1,0.99,0.99,1,0,0.2,0.02,270.0085,215.225,0.2648896,0.185379029,0.380936014,0.343639291,0.183673469,157.6831633,100.75,63.2244898,63.6,253.3684847,262.3941904,19.29819744,8.631303786
predator-prey-model-revised-17_03_2020-PS_011.csv.1872,0.2,15,180,10,5,510,3,1,0.5,15,180,810,1,0.05,1,0.99,0.99,1,0,0.22,0.03,313.655,277.4,0.259815764,0.18474784,0.430226841,0.392698564,0.195876289,192.5231959,117.05,76.08041237,94.85,308.8045174,366.739005,20.35658933,17.13358815
predator-prey-model-revised-17_03_2020-PS_011.csv.1962,0.2,15,180,10,5,510,3,1,0.5,15,180,910,1,0.05,1,0.99,0.99,1,0,0.13,0.01,265.1945,226.825,0.281566441,0.186905781,0.442854687,0.411794608,0.121212121,159.9106061,101.05,73.08585859,91.9,295.9149616,387.3280871,20.21645362,16.53865976
predator-prey-model-revised-17_03_2020-PS_011.csv.2071,0.2,15,180,10,5,510,3,1,0.5,15,180,1010,1,0.05,1,0.99,0.99,1,0,0.24,0,309.7485,251.85,0.37103145,0.191022579,0.423070647,0.401617694,0.24,201.005,142.5,70.179,71.275,285.3691692,269.1608101,19.49144889,12.86353438
predator-prey-model-revised-17_03_2020-PS_011.csv.2173,0.3,15,180,10,5,510,3,1,0.5,15,180,10,1,0.05,1,0.99,0.99,1,0,0.67,0.02,217.4455,166.425,0.60118612,0.205400803,0.409675103,0.409633901,0.663265306,170.6045918,119.65,31.64336735,15.975,108.4128886,49.6915481,7.186900284,9.901576063
predator-prey-model-revised-17_03_2020-PS_011.csv.2266,0.3,15,180,10,5,510,3,1,0.5,15,180,110,1,0.05,1,0.99,0.99,1,0,0.16,0.01,317.2095,255.65,0.358407295,0.179862487,0.458224748,0.369498137,0.151515152,214.7419192,164.3,76.16868687,83.5,261.9544974,301.5141818,20.83620341,15.26239374
predator-prey-model-revised-17_03_2020-PS_011.csv.2376,0.3,15,180,10,5,510,3,1,0.5,15,180,210,1,0.05,1,0.99,0.99,1,0,0.25,0.02,300.9655,245.15,0.270998468,0.172319668,0.38162515,0.391462663,0.234693878,199.8285714,124.575,69.20765306,50.975,237.7417359,159.4398144,21.28859517,14.60925113
predator-prey-model-revised-17_03_2020-PS_011.csv.2471,0.3,15,180,10,5,510,3,1,0.5,15,180,310,1,0.05,1,0.99,0.99,1,0,0.2,0.01,276.3255,237.275,0.295138081,0.189206976,0.450990727,0.391253889,0.191919192,180.3328283,140.85,71.97171717,50.4,243.7698823,192.6829436,22.21146703,14.81995553
predator-prey-model-revised-17_03_2020-PS_011.csv.2578,0.3,15,180,10,5,510,3,1,0.5,15,180,410,1,0.05,1,0.99,0.99,1,0,0.27,0.02,307.699,247.05,0.490502143,0.182525057,0.447686485,0.363052237,0.255102041,190.1239796,109.025,72.48877551,71.25,243.4684926,223.2792786,23.61645783,14.06895907
predator-prey-model-revised-17_03_2020-PS_011.csv.2677,0.3,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.19,0.01,304.416,229.8,0.404955778,0.191198296,0.388301019,0.383056058,0.181818182,199.6565657,124.4,79.63131313,92.85,265.8516362,300.8662582,22.59955135,18.23964452
predator-prey-model-revised-17_03_2020-PS_011.csv.2765,0.3,15,180,10,5,510,3,1,0.5,15,180,610,1,0.05,1,0.99,0.99,1,0,0.2,0.01,300.2725,263.825,0.468827609,0.18935429,0.434131443,0.409759018,0.191919192,215.3666667,150.7,61.07373737,32.45,208.5042358,102.7382372,19.45229807,11.10778382
predator-prey-model-revised-17_03_2020-PS_011.csv.2879,0.3,15,180,10,5,510,3,1,0.5,15,180,710,1,0.05,1,0.99,0.99,1,0,0.19,0,306.413,288.625,0.297840124,0.172374887,0.384904749,0.396316839,0.19,206.536,153.75,78.4405,89.05,271.4463393,297.7769344,23.00296505,21.86963034
predator-prey-model-revised-17_03_2020-PS_011.csv.2967,0.3,15,180,10,5,510,3,1,0.5,15,180,810,1,0.05,1,0.99,0.99,1,0,0.24,0.02,322.3315,248.15,0.351748146,0.172927177,0.790594103,0.364406566,0.224489796,215.2663265,162.7,72.66071429,55.7,248.9117653,208.0098757,19.75276309,13.24068854
predator-prey-model-revised-17_03_2020-PS_011.csv.3075,0.3,15,180,10,5,510,3,1,0.5,15,180,910,1,0.05,1,0.99,0.99,1,0,0.15,0.01,302.688,248.2,0.388937201,0.188053548,0.414824927,0.39536901,0.141414141,194.3393939,136.55,78.49191919,87.2,266.5855545,305.0023017,23.84913599,19.16795049
predator-prey-model-revised-17_03_2020-PS_011.csv.3175,0.3,15,180,10,5,510,3,1,0.5,15,180,1010,1,0.05,1,0.99,0.99,1,0,0.22,0,278.6665,227.05,0.843552363,0.175709599,0.440768331,0.452164314,0.22,175.205,114.1,75.0625,67.775,262.1590883,254.0887215,23.16832523,14.31625274
predator-prey-model-revised-17_03_2020-PS_011.csv.3273,0.4,15,180,10,5,510,3,1,0.5,15,180,10,1,0.05,1,0.99,0.99,1,0,0.61,0.01,286.5785,202.85,0.499564881,0.183407587,0.409810987,0.367838362,0.606060606,246.989899,153.55,31.20959596,13.35,92.87192837,34.43637334,6.489484714,9.788861176
predator-prey-model-revised-17_03_2020-PS_011.csv.3368,0.4,15,180,10,5,510,3,1,0.5,15,180,110,1,0.05,1,0.99,0.99,1,0,0.26,0.04,357.176,294.825,0.391386475,0.189156853,0.457766986,0.401257558,0.229166667,238.5177083,186.35,77.26614583,56.15,225.224259,166.9159806,24.41701723,16.2454827
predator-prey-model-revised-17_03_2020-PS_011.csv.3466,0.4,15,180,10,5,510,3,1,0.5,15,180,210,1,0.05,1,0.99,0.99,1,0,0.12,0,278.3965,227.275,0.992977901,0.186279504,0.325382007,0.341873922,0.12,193.2395,121.35,71.4575,48.1,208.7893301,150.1134418,22.33235453,13.4586402
predator-prey-model-revised-17_03_2020-PS_011.csv.3576,0.4,15,180,10,5,510,3,1,0.5,15,180,310,1,0.05,1,0.99,0.99,1,0,0.2,0.03,320.6175,260.05,0.470860543,0.186584621,0.398903355,0.362739747,0.175257732,208.2891753,128.65,69.8628866,35.25,207.6228055,97.733789,23.44739094,12.66184577
predator-prey-model-revised-17_03_2020-PS_011.csv.3669,0.4,15,180,10,5,510,3,1,0.5,15,180,410,1,0.05,1,0.99,0.99,1,0,0.21,0.01,316.1545,267.525,0.594160575,0.189271843,0.391070954,0.371074774,0.202020202,217.8050505,135.15,70.22020202,49.45,207.2880725,139.0314088,20.28733502,14.131676
predator-prey-model-revised-17_03_2020-PS_011.csv.3771,0.4,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.14,0.01,291.723,230.25,0.459155456,0.181337847,0.427907977,0.421640469,0.131313131,195.1787879,138.65,73.64494949,49.35,216.6626505,136.1775902,23.39711378,15.15198409
predator-prey-model-revised-17_03_2020-PS_011.csv.3874,0.4,15,180,10,5,510,3,1,0.5,15,180,610,1,0.05,1,0.99,0.99,1,0,0.17,0,301.2535,292.2,0.418937942,0.187856913,0.39723624,0.409343843,0.17,203.536,128.975,74.066,57.45,218.9151478,161.2340493,22.06405582,13.28714921
predator-prey-model-revised-17_03_2020-PS_011.csv.3973,0.4,15,180,10,5,510,3,1,0.5,15,180,710,1,0.05,1,0.99,0.99,1,0,0.2,0.02,283.4365,218.95,0.344911812,0.17293748,0.348350857,0.368417112,0.183673469,185.5209184,129.45,72.09336735,53.225,213.5318664,148.3000606,21.9506112,16.30665048
predator-prey-model-revised-17_03_2020-PS_011.csv.4070,0.4,15,180,10,5,510,3,1,0.5,15,180,810,1,0.05,1,0.99,0.99,1,0,0.19,0.01,325.64,271.775,0.398731036,0.19102617,0.360090051,0.37066177,0.181818182,231.3318182,191,71.33434343,44.35,206.6692907,124.1405218,23.13986521,16.78004966
predator-prey-model-revised-17_03_2020-PS_011.csv.4171,0.4,15,180,10,5,510,3,1,0.5,15,180,910,1,0.05,1,0.99,0.99,1,0,0.2,0.05,332.895,267.05,0.320876106,0.17810646,0.341917142,0.352080555,0.157894737,192.4194737,116.05,92.90842105,94.25,274.8888279,266.4946358,28.22329081,22.49773706
predator-prey-model-revised-17_03_2020-PS_011.csv.4270,0.4,15,180,10,5,510,3,1,0.5,15,180,1010,1,0.05,1,0.99,0.99,1,0,0.21,0.03,337.351,261.375,0.674870942,0.196079869,0.35176144,0.378705694,0.18556701,221.9319588,173.2,76.52989691,63.3,223.0802897,165.4086641,24.14276599,19.48322323
predator-prey-model-revised-17_03_2020-PS_011.csv.4381,0.5,15,180,10,5,510,3,1,0.5,15,180,10,1,0.05,1,0.99,0.99,1,0,0.73,0.02,302.536,256.025,0.598015054,0.184055391,0.409819531,0.380366211,0.724489796,259.6413265,201.275,28.38622449,13.175,76.32954321,31.85258454,7.003477096,9.927118203
predator-prey-model-revised-17_03_2020-PS_011.csv.4476,0.5,15,180,10,5,510,3,1,0.5,15,180,110,1,0.05,1,0.99,0.99,1,0,0.3,0.02,350.4715,314.975,1.036247705,0.190587881,0.391251767,0.395553215,0.285714286,240.9489796,203.6,87.60918367,70.475,228.3093479,199.9696165,27.41650163,22.5815299
predator-prey-model-revised-17_03_2020-PS_011.csv.4566,0.5,15,180,10,5,510,3,1,0.5,15,180,210,1,0.05,1,0.99,0.99,1,0,0.17,0,291.7755,254.875,0.44065552,0.197923494,0.357653477,0.377698112,0.17,198.355,146.6,79.245,43.425,204.8687745,124.4423585,26.5715408,15.7240371
predator-prey-model-revised-17_03_2020-PS_011.csv.4676,0.5,15,180,10,5,510,3,1,0.5,15,180,310,1,0.05,1,0.99,0.99,1,0,0.15,0.02,356.096,328.125,1.380252501,0.193347649,0.360435219,0.360437837,0.132653061,221.9709184,190.3,101.8285714,99.15,262.9947255,231.9055819,33.20704068,29.53608983
predator-prey-model-revised-17_03_2020-PS_011.csv.4771,0.5,15,180,10,5,510,3,1,0.5,15,180,410,1,0.05,1,0.99,0.99,1,0,0.14,0.01,312.835,253.875,0.610234622,0.217837055,0.431632283,0.363967378,0.131313131,212.0373737,153.35,70.83282828,48.4,182.3415232,127.0625763,23.02534807,17.03377184
predator-prey-model-revised-17_03_2020-PS_011.csv.4869,0.5,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.22,0.03,346.488,302.2,0.90447179,0.189847423,0.543479499,0.373080707,0.195876289,220.1762887,147.65,87.54020619,73.7,230.1410636,183.0017843,29.02250319,18.03829102
predator-prey-model-revised-17_03_2020-PS_011.csv.4973,0.5,15,180,10,5,510,3,1,0.5,15,180,610,1,0.05,1,0.99,0.99,1,0,0.22,0.02,325.033,279.975,0.382444079,0.189686981,0.355340568,0.342734014,0.204081633,216.775,145.25,82.03265306,55.8,215.6160861,152.9308097,25.01658952,13.95961238
predator-prey-model-revised-17_03_2020-PS_011.csv.5072,0.5,15,180,10,5,510,3,1,0.5,15,180,710,1,0.05,1,0.99,0.99,1,0,0.27,0.01,316.3235,283.2,0.658602364,0.190896282,0.344251772,0.353177155,0.262626263,210.2535354,137.5,79.8010101,66.4,204.4233537,167.4996652,26.46341233,18.23294194
predator-prey-model-revised-17_03_2020-PS_011.csv.5170,0.5,15,180,10,5,510,3,1,0.5,15,180,810,1,0.05,1,0.99,0.99,1,0,0.15,0,270.233,251.3,0.373934381,0.195416933,0.370707434,0.338950017,0.15,188.196,128.35,66.995,43.75,173.3029313,110.4970951,23.16221309,12.75340787
predator-prey-model-revised-17_03_2020-PS_011.csv.5273,0.5,15,180,10,5,510,3,1,0.5,15,180,910,1,0.05,1,0.99,0.99,1,0,0.23,0.01,316.403,258.1,0.361346142,0.18554112,0.440339848,0.382970446,0.222222222,221.2176768,153.2,79.27222222,64.15,208.2416165,162.8919698,24.19488665,18.88198123
