1,prey.limb.length,prey.vision.distance,prey.vision.angle,freeze.distance,flight.initiation.distance,prey.exhaustion.distance,time.to.turn,time.spent.circling,predator.limb.length,predator.vision.distance,predator.vision.angle,predator.exhaustion.distance,kill.distance,obstacle.proportion,obstacle.radius,prey.obstacle.sensitivity,predator.obstacle.sensitivity,number.of.refuges,number.of.target.patches,prob.escape,prob.avoid.detection,mean.sim.time,median.sim.time,mean.prey.curviness,median.prey.curviness,mean.predator.curviness,median.predator.curviness,prob.escape.if.detected,mean.detect.time,median.detect.time,mean.pursuit.time,median.pursuit.time,mean.prey.escape.length,median.prey.escape.length,mean.predator.pursuit.length,median.predator.pursuit.length
predator-prey-model-revised-17_03_2020-PS_001.csv.1,0.1,5,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.38,0.02,270.02,214.175,0.555874262,0.241728132,0.349681244,0.361922078,0.367346939,183.3591837,145.4,65.52806122,49.375,212.1138347,154.0647423,23.90563405,16.32783482
predator-prey-model-revised-17_03_2020-PS_001.csv.77,0.1,10,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.42,0.01,273.028,211.075,0.365043112,0.239436045,0.441172639,0.42072371,0.414141414,204.1737374,129,58.03585859,50.05,188.8641183,167.1342218,21.58977832,15.65792365
predator-prey-model-revised-17_03_2020-PS_001.csv.175,0.1,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.4,0.05,311.278,227.775,0.400266972,0.243161283,0.399765981,0.415505261,0.368421053,204.9036842,118.25,61.14368421,44.45,197.006213,148.5120161,20.83492784,14.58461691
predator-prey-model-revised-17_03_2020-PS_001.csv.276,0.1,20,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.44,0.01,292.1175,241.425,0.542637539,0.252520148,0.415183582,0.40053947,0.434343434,230.6757576,165.1,48.46262626,27.95,158.2111187,99.22779845,22.06861897,11.85141098
predator-prey-model-revised-17_03_2020-PS_001.csv.367,0.1,25,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.36,0.02,272.2045,228.25,0.363574665,0.2524867,0.474674192,0.423740816,0.346938776,191.6443878,146.675,50.83928571,25.925,167.5110177,86.55649417,21.21618792,13.42037059
predator-prey-model-revised-17_03_2020-PS_001.csv.477,0.1,30,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.45,0.03,338.0215,293.575,0.33780771,0.241987804,0.461674555,0.444748661,0.432989691,241.7128866,156.25,66.44587629,52.7,216.5323368,174.9794716,26.71928926,18.01754288
predator-prey-model-revised-17_03_2020-PS_001.csv.578,0.2,5,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.2,0.01,328.726,268.925,0.513022699,0.207528878,0.443525173,0.371267424,0.191919192,236.6378788,183.45,66.79949495,83.35,265.5820958,323.9349895,18.0895798,10.82673971
predator-prey-model-revised-17_03_2020-PS_001.csv.680,0.2,10,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.18,0.01,299.4005,273.25,0.293787604,0.191559052,0.429035909,0.390043297,0.171717172,177.6681818,105.95,81.55909091,101,327.9458312,411.4402022,22.55551136,15.5465619
predator-prey-model-revised-17_03_2020-PS_001.csv.769,0.2,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.19,0.02,305.364,254.8,0.319194584,0.197349462,0.407141313,0.389096888,0.173469388,199.9872449,141.3,67.76836735,63.575,274.6077886,262.4907911,19.91079525,14.05158115
predator-prey-model-revised-17_03_2020-PS_001.csv.866,0.2,20,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.17,0.01,301.441,250.425,0.38184225,0.190294471,0.383644625,0.383047917,0.161616162,195.7762626,138.5,69.11060606,82.55,278.4198312,313.7679701,19.62096174,15.72884784
predator-prey-model-revised-17_03_2020-PS_001.csv.976,0.2,25,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.24,0,320.0805,255.1,0.306282856,0.187466441,0.432190022,0.399455199,0.24,235.175,169.275,64.006,54.075,253.694619,221.9824013,19.1886389,11.43292648
predator-prey-model-revised-17_03_2020-PS_001.csv.1071,0.2,30,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.21,0,282.981,227.525,0.601784872,0.202447786,0.421760013,0.387803566,0.21,192.944,103.925,66.048,58.175,260.1764334,235.5545352,21.5700656,12.57467181
predator-prey-model-revised-17_03_2020-PS_001.csv.1170,0.3,5,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.1,0,303.381,243.95,0.429798231,0.191822071,0.460194181,0.342483571,0.1,216.402,163.05,62.178,28.925,216.9212464,102.2850509,19.99543199,7.319895364
predator-prey-model-revised-17_03_2020-PS_001.csv.1278,0.3,10,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.19,0,303.8055,228.925,0.296683807,0.164292352,0.456249565,0.4189017,0.19,211.9995,129.375,68.6075,60.95,242.6086245,205.5487356,21.51852654,10.47003667
predator-prey-model-revised-17_03_2020-PS_001.csv.1369,0.3,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.25,0.02,301.8415,230.625,0.359597634,0.186442388,0.523154424,0.358295073,0.234693878,189.1918367,113.625,72.21020408,56.95,246.7115215,215.5054743,23.43366788,13.67734207
predator-prey-model-revised-17_03_2020-PS_001.csv.1476,0.3,20,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.18,0.02,339.66,290.475,0.587704638,0.189230252,0.415446692,0.383135659,0.163265306,235.3683673,195.725,75.97295918,72.45,258.5673674,230.1271606,23.14860396,19.96059205
predator-prey-model-revised-17_03_2020-PS_001.csv.1574,0.3,25,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.22,0,280.375,221.5,0.284451593,0.185536615,0.395508116,0.363153736,0.22,187.1545,127.2,70.5875,62.05,235.5169902,209.9083316,23.56622121,18.81597199
predator-prey-model-revised-17_03_2020-PS_001.csv.1669,0.3,30,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.21,0.03,317.528,245.575,0.360615167,0.187709879,0.361366517,0.354707415,0.18556701,228.2314433,161.1,68.01804124,55.85,224.6188872,197.8831879,18.92389148,12.70803773
predator-prey-model-revised-17_03_2020-PS_001.csv.1771,0.4,5,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.19,0.04,312.1075,267.725,0.513055449,0.205137648,0.293480606,0.317707229,0.15625,197.5625,113.55,71.48125,45.325,209.5208449,135.7192023,21.74994459,13.66134905
predator-prey-model-revised-17_03_2020-PS_001.csv.1877,0.4,10,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.21,0.01,344.007,301.675,0.371835328,0.176701436,0.40015345,0.375802321,0.202020202,221.570202,158.45,84.69949495,68.8,251.9581192,183.822508,26.4749786,20.18180386
predator-prey-model-revised-17_03_2020-PS_001.csv.1969,0.4,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.15,0.01,299.678,230.825,0.363888563,0.186827805,0.361477474,0.358934044,0.141414141,199.410101,116.75,78.14848485,67.4,225.9112217,186.9725962,27.41114741,19.12509485
predator-prey-model-revised-17_03_2020-PS_001.csv.2072,0.4,20,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.19,0.03,336.648,283.925,0.295597272,0.174467122,0.467131248,0.333899154,0.164948454,223.4365979,163.45,77.76804124,64.6,224.8487711,180.7818168,24.20916257,17.87315858
predator-prey-model-revised-17_03_2020-PS_001.csv.2171,0.4,25,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.19,0.03,289.8,236.125,0.293602905,0.195754496,0.417375256,0.366545204,0.164948454,168.007732,103,85.67113402,73.35,245.7632214,201.7989803,28.29277259,18.38859961
predator-prey-model-revised-17_03_2020-PS_001.csv.2275,0.4,30,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.27,0.01,318.378,256.425,0.406875272,0.18681808,0.592979334,0.375931116,0.262626263,213.9222222,161.6,81.3969697,67.05,229.052306,196.5373878,25.73582882,15.89998767
predator-prey-model-revised-17_03_2020-PS_001.csv.2369,0.5,5,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.12,0.02,270.3525,221.775,1.558538685,0.22768481,0.334978772,0.256320299,0.102040816,199.1403061,144.2,51.65816327,13.55,134.9793682,31.89345013,15.99850584,4.357242859
predator-prey-model-revised-17_03_2020-PS_001.csv.2476,0.5,10,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.12,0.01,328.3645,284.025,0.440999071,0.195254703,0.346426499,0.366574299,0.111111111,221.0924242,177.8,87.46919192,74.65,228.6897998,198.8549524,26.081656,20.34662782
predator-prey-model-revised-17_03_2020-PS_001.csv.2570,0.5,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.25,0.02,358.7115,292.275,0.532542062,0.193987787,0.409681007,0.364507864,0.234693878,257.0403061,159.125,77.47755102,45.525,203.6717831,111.6785896,23.58484795,14.45948999
predator-prey-model-revised-17_03_2020-PS_001.csv.2679,0.5,20,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.19,0.01,328.197,277.95,0.645108257,0.188309308,0.386795167,0.402059578,0.181818182,224.3060606,184,86.78535354,69.85,225.1726891,182.5403041,27.84967052,18.03467461
predator-prey-model-revised-17_03_2020-PS_001.csv.2770,0.5,25,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.13,0.04,313.1285,276.05,0.491662299,0.200558916,0.366318735,0.363084716,0.09375,191.109375,140.2,82.34895833,37.75,209.2187605,91.37439088,28.85178822,16.56845127
predator-prey-model-revised-17_03_2020-PS_001.csv.2875,0.5,30,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.2,0.02,304.839,237.2,0.458692481,0.194398658,0.327847617,0.331830085,0.183673469,212.3408163,129.6,70.60510204,32.325,177.673736,78.30449177,23.60732833,14.43774809
predator-prey-model-revised-17_03_2020-PS_001.csv.2976,0.6,5,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.14,0.03,301.106,264.325,0.579906896,0.208682461,0.275819652,0.274379958,0.113402062,207.8943299,146.2,64.12061856,13.2,154.1216155,23.490158,19.20233508,5.660276539
predator-prey-model-revised-17_03_2020-PS_001.csv.3070,0.6,10,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.12,0.02,322.678,273.55,0.337968758,0.192248425,0.317304923,0.309136764,0.102040816,214.7234694,157.1,80.5377551,65.925,190.6511375,150.8122197,26.65548954,18.82349767
predator-prey-model-revised-17_03_2020-PS_001.csv.3168,0.6,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.18,0.02,283.681,248.75,0.571849185,0.193356417,0.61101451,0.389106862,0.163265306,200.1494898,162.125,63.41785714,19.725,151.1531049,42.40169575,20.73320834,7.57873759
predator-prey-model-revised-17_03_2020-PS_001.csv.3268,0.6,20,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.21,0.03,379.7355,342.6,0.495462862,0.196128386,0.357951136,0.346778912,0.18556701,289.2752577,226.8,68.33917526,48.8,157.2361008,106.8711504,25.5856512,17.34586477
predator-prey-model-revised-17_03_2020-PS_001.csv.3372,0.6,25,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.19,0.03,326.7595,251.6,0.352102242,0.194025418,0.415040569,0.39586046,0.164948454,220.4809278,144.7,77.80979381,41.75,178.5463877,91.91855556,28.11214141,15.16697222
predator-prey-model-revised-17_03_2020-PS_001.csv.3482,0.6,30,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.12,0.01,291.506,235.975,0.465179712,0.208180117,0.381314334,0.346935298,0.111111111,209.0954545,150.9,66.40808081,40.65,145.8216774,96.26542974,26.33076254,18.22053331
predator-prey-model-revised-17_03_2020-PS_001.csv.3574,0.7,5,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.14,0.04,314.664,272.225,0.654151632,0.213205614,0.284894558,0.278537007,0.104166667,217.0947917,162.35,64.52708333,12.825,143.823526,31.04217202,21.97097827,7.67739394
predator-prey-model-revised-17_03_2020-PS_001.csv.3673,0.7,10,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.18,0.01,330.0455,290.55,0.408673112,0.180614851,0.446241349,0.367156257,0.171717172,218.9156566,153.55,85.99949495,69.3,190.171087,153.1590976,32.70146424,21.4550259
predator-prey-model-revised-17_03_2020-PS_001.csv.3774,0.7,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.11,0.02,298.9885,232.525,0.339364821,0.201304719,0.334011277,0.345631454,0.091836735,198.7887755,112.925,77.57857143,49.325,166.7272707,105.0004155,27.73263652,20.8697433
predator-prey-model-revised-17_03_2020-PS_001.csv.3872,0.7,20,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.15,0.01,301.943,254.575,0.845886131,0.207876465,0.387362867,0.362100078,0.141414141,203.0616162,124.15,81.98585859,42.15,172.3339915,89.09969423,31.55732217,17.86118981
predator-prey-model-revised-17_03_2020-PS_001.csv.3973,0.7,25,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.23,0.02,281.7725,249.425,1.136608192,0.200378277,0.496596452,0.36063389,0.214285714,184.4137755,127.5,68.28316327,30.2,144.4849922,55.51210057,23.32333102,18.00981704
predator-prey-model-revised-17_03_2020-PS_001.csv.4078,0.7,30,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.21,0.01,293.7815,249.2,0.469100795,0.232173327,0.32880156,0.359398322,0.202020202,222.2934343,153.05,57.87373737,24.8,120.1525958,44.02759507,22.3255099,12.55889536
predator-prey-model-revised-17_03_2020-PS_001.csv.4171,0.8,5,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.17,0.01,348.4855,330.975,0.486433898,0.195455202,0.369130869,0.348228354,0.161616162,246.9474747,166.9,79.17070707,34.6,162.6206342,61.3961896,27.22034402,16.66135377
predator-prey-model-revised-17_03_2020-PS_001.csv.4270,0.8,10,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.22,0.07,351.628,315.125,0.432211372,0.175586397,0.315636481,0.337007751,0.161290323,226.65,167.4,75.5983871,38,155.6347101,66.42677152,26.97969273,16.54211526
predator-prey-model-revised-17_03_2020-PS_001.csv.4373,0.8,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.24,0.02,305.667,260.85,1.229372196,0.197992408,0.340683303,0.331847164,0.224489796,218.3153061,155.725,68.96989796,38.125,140.2219065,76.12855049,28.05928414,17.87205083
predator-prey-model-revised-17_03_2020-PS_001.csv.4465,0.8,20,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.23,0.03,321.165,234.175,0.949733584,0.192506265,0.354594522,0.373749889,0.206185567,224.0453608,145.3,70.69123711,30.6,141.1845277,49.35912331,26.83983545,15.385263
predator-prey-model-revised-17_03_2020-PS_001.csv.4572,0.8,25,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.2,0.01,278.4835,206.075,0.393833527,0.190144378,0.359848172,0.32791541,0.191919192,199.7747475,124.4,68.36565657,37.55,135.0186635,78.80355357,27.11730988,16.33475786
predator-prey-model-revised-17_03_2020-PS_001.csv.4672,0.8,30,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.11,0.01,288.276,248.725,0.549075528,0.213953488,0.332511467,0.34715673,0.101010101,199.8292929,147.45,75.22323232,35.65,143.3943463,69.68239263,33.45534116,21.1071796
predator-prey-model-revised-17_03_2020-PS_001.csv.4780,0.9,5,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.11,0.06,329.6125,238.225,1.228316541,0.206995418,0.243821471,0.177198823,0.053191489,231.5771277,176.725,52.59414894,3.675,100.6510355,4.284463191,21.92544007,3.965619357
predator-prey-model-revised-17_03_2020-PS_001.csv.4872,0.9,10,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.21,0.06,336.0055,263.725,0.435903815,0.20661462,0.334555,0.273923093,0.159574468,233.262234,179.75,59.65212766,27.975,114.8924264,43.91618675,24.80736299,16.63129372
predator-prey-model-revised-17_03_2020-PS_001.csv.4967,0.9,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.17,0.03,320.2725,266.325,0.323251808,0.192621783,0.344330783,0.367845849,0.144329897,211.7994845,150.45,68.6314433,42.35,131.9361929,79.53567515,28.34893308,21.79280916
predator-prey-model-revised-17_03_2020-PS_001.csv.5071,0.9,20,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.18,0.06,316.583,204.075,0.640419912,0.202585612,0.298933982,0.329775362,0.127659574,220.0904255,142.175,56.89946809,18.25,106.451418,31.16997794,22.378872,8.907006252
predator-prey-model-revised-17_03_2020-PS_001.csv.5182,0.9,25,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.19,0.03,336.446,256.25,0.392817784,0.211658589,0.322020921,0.349592312,0.164948454,244.0180412,176.5,67.40927835,32.95,122.9201228,54.22049111,27.3761631,19.88299119
predator-prey-model-revised-17_03_2020-PS_001.csv.5266,0.9,30,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.12,0.02,273.1615,208.625,0.460735637,0.227166961,0.371298239,0.36197349,0.102040816,182.4071429,115.275,72.85816327,24.425,129.1869947,42.56471422,32.88299896,23.33010929
predator-prey-model-revised-17_03_2020-PS_001.csv.5377,1,5,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.2,0.04,355.9065,274.75,0.980287104,0.26474296,0.291118601,0.279605914,0.166666667,278.2807292,209.525,48.23645833,9.775,87.19933134,13.10252482,22.96493561,5.523822133
predator-prey-model-revised-17_03_2020-PS_001.csv.5472,1,10,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.11,0.03,358.4815,329.725,0.706823283,0.214228838,0.364911011,0.356219317,0.082474227,279.3994845,223.6,65.36340206,29.75,119.2135214,49.57988023,25.73039311,16.16056393
predator-prey-model-revised-17_03_2020-PS_001.csv.5567,1,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.23,0.04,357.4605,269,0.495507934,0.208663688,0.313231147,0.351532207,0.197916667,272.4901042,202.525,53.90729167,30.975,94.44679992,50.70591411,22.23265618,18.37140534
predator-prey-model-revised-17_03_2020-PS_001.csv.5676,1,20,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.2,0.04,346.858,273.075,0.36516192,0.218797319,0.362067709,0.367035385,0.166666667,238.5958333,156.9,81.46927083,47.7,143.9144894,82.10548674,35.07288845,24.23228915
predator-prey-model-revised-17_03_2020-PS_001.csv.5773,1,25,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.22,0.03,276.561,198.6,0.600019232,0.221073991,0.337568649,0.341165141,0.195876289,187.0237113,103.65,65.9742268,30.3,112.6077935,45.91946568,30.89921769,16.20012367
predator-prey-model-revised-17_03_2020-PS_001.csv.5875,1,30,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.18,0.01,294.6685,250.975,0.518297859,0.240282241,0.350085874,0.375321802,0.171717172,228.8479798,133.05,58.4530303,25.9,100.2904312,43.11358356,28.83325356,18.74677723
predator-prey-model-revised-17_03_2020-PS_002.csv.1,0.1,15,30,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.3,0.01,295.991,260,0.618342942,0.24968926,0.419494421,0.381631094,0.292929293,232.2747475,155.15,49.02474747,26.85,155.6634884,88.59749661,19.574975,10.79480828
predator-prey-model-revised-17_03_2020-PS_002.csv.68,0.1,15,60,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.42,0.02,311.056,240.55,0.470173717,0.232520636,0.408873081,0.360598611,0.408163265,234.2015306,152.9,54.83826531,39.425,177.4095828,126.616943,18.60764245,12.703262
predator-prey-model-revised-17_03_2020-PS_002.csv.166,0.1,15,90,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.29,0,300.727,252.55,0.666901965,0.241284087,0.376200756,0.373224232,0.29,239.3715,199.925,54.75,33.7,176.9714446,112.5066813,19.46042977,9.339048851
predator-prey-model-revised-17_03_2020-PS_002.csv.270,0.1,15,120,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.39,0.04,280.9045,212.125,0.485811883,0.244394622,0.448173993,0.400747886,0.364583333,194.8494792,139.575,46.98333333,26.325,152.0936106,78.52623498,18.07051482,9.859721682
predator-prey-model-revised-17_03_2020-PS_002.csv.370,0.1,15,150,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.29,0.01,271.13,192.775,0.60835622,0.243498633,0.38454141,0.338030191,0.282828283,197.6469697,120.05,55.79343434,35,179.7385817,121.5018779,22.40401558,13.57745991
predator-prey-model-revised-17_03_2020-PS_002.csv.469,0.1,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.46,0.04,299.227,245.775,0.379534907,0.248376177,0.419141842,0.387271331,0.4375,210.6166667,149.7,56.5671875,42.55,183.2792692,140.784594,20.63438935,14.30560265
predator-prey-model-revised-17_03_2020-PS_002.csv.571,0.1,15,210,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.44,0.02,290.795,223.8,0.697609475,0.243594754,0.465660577,0.457217992,0.428571429,204.9556122,142.975,60.85204082,41.925,197.9911939,139.3236033,20.99238958,11.21969919
predator-prey-model-revised-17_03_2020-PS_002.csv.672,0.1,15,240,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.36,0.02,284.4245,227.575,0.378302959,0.239407834,0.475354771,0.420847651,0.346938776,199.6892857,104.25,65.72602041,51,214.8538118,168.2648646,21.40586475,12.19061967
predator-prey-model-revised-17_03_2020-PS_002.csv.775,0.1,15,270,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.41,0.01,304.549,233.15,0.284159911,0.239380063,0.482922645,0.413533229,0.404040404,229.9151515,180.75,61.01868687,51.25,201.3237294,159.973521,23.63814964,17.89648857
predator-prey-model-revised-17_03_2020-PS_002.csv.877,0.1,15,300,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.35,0.03,299.6815,207.875,0.326986942,0.253565622,0.466917025,0.411599173,0.329896907,210.4572165,133.15,62.73092784,42.65,205.7665688,131.166788,25.53456045,19.67457915
predator-prey-model-revised-17_03_2020-PS_002.csv.976,0.1,15,330,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.43,0.03,330.3825,250.175,0.266251042,0.236941687,0.535394055,0.411804564,0.412371134,232.0804124,179.6,64.91185567,51.3,216.0836015,172.6483626,21.54976666,16.73992841
predator-prey-model-revised-17_03_2020-PS_002.csv.1070,0.2,15,30,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.11,0.01,278.5045,238.475,0.51830353,0.177109406,0.355046155,0.278910865,0.101010101,204.2540404,143.95,49.10454545,4.9,196.844351,14.06695895,16.41287052,3.82278082
predator-prey-model-revised-17_03_2020-PS_002.csv.1175,0.2,15,60,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.13,0,265.8535,226.7,0.552437722,0.202980296,0.367912478,0.402432488,0.13,180.293,122.975,60.372,49.675,239.7595582,195.2650732,18.77194958,7.677143046
predator-prey-model-revised-17_03_2020-PS_002.csv.1283,0.2,15,90,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.15,0.02,250.098,214.525,0.429237086,0.19353125,0.39205283,0.333278695,0.132653061,163.1627551,114.825,52.52653061,31.7,211.5979207,130.1877185,13.97419018,7.10954672
predator-prey-model-revised-17_03_2020-PS_002.csv.1374,0.2,15,120,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.14,0.02,321.3775,282.025,1.178550287,0.191713803,0.425228312,0.394237549,0.12244898,210.3168367,167.5,70.89540816,73.075,284.4576527,309.3041705,20.36958324,15.31522773
predator-prey-model-revised-17_03_2020-PS_002.csv.1474,0.2,15,150,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.17,0.01,304.0845,248.9,0.338688161,0.180970807,0.443753275,0.383692274,0.161616162,196.4414141,131,76.07979798,94.2,308.1282316,386.3445007,21.97564475,18.23323537
predator-prey-model-revised-17_03_2020-PS_002.csv.1570,0.2,15,180,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.19,0.01,311.1315,245.2,0.694930699,0.18776816,0.413709485,0.3941307,0.181818182,202.0141414,153.35,73.39242424,89.95,297.9534399,329.8407212,20.10976201,15.99237489
predator-prey-model-revised-17_03_2020-PS_002.csv.1678,0.2,15,210,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.18,0.03,317.842,293.175,0.41468529,0.190575028,0.452966172,0.399334172,0.154639175,199.7417526,160.65,79.99690722,106.75,319.4727185,392.141877,24.71129994,22.24712634
predator-prey-model-revised-17_03_2020-PS_002.csv.1772,0.2,15,240,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.17,0,335.1125,272.125,0.266425255,0.182662999,0.472546227,0.429217797,0.17,221.845,144.4,77.6075,94.025,312.7133514,385.1246363,21.69421167,19.40299546
predator-prey-model-revised-17_03_2020-PS_002.csv.1873,0.2,15,270,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.18,0.01,301.725,278.775,0.274267712,0.190215872,0.46020108,0.434497483,0.171717172,201.3409091,138.75,68.61313131,73.35,276.4480638,302.0001823,22.29955564,17.38714797
predator-prey-model-revised-17_03_2020-PS_002.csv.1977,0.2,15,300,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.19,0.02,306.9245,269.4,0.324016393,0.1981651,0.410963619,0.409304311,0.173469388,190.0622449,139.7,77.21326531,89.925,310.0586158,357.560976,23.22445727,18.35538868
predator-prey-model-revised-17_03_2020-PS_002.csv.2066,0.2,15,330,10,5,510,3,1,0.5,15,180,510,1,0.05,1,0.99,0.99,1,0,0.24,0.01,344.905,299.125,0.299791142,0.198702845,0.406410123,0.38531595,0.232323232,220.670202,164.25,76.55151515,100.05,304.5352709,406.1924453,21.52916931,14.94625446
