"BehaviorSpace results (NetLogo 6.1.1)"
"predator-prey-model-revised-17_03_2020.nlogo"
"PS 115"
"05/11/2020 21:13:39:281 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-75","75","-75","75"
"[run number]","prey-limb-length","prey-vision-distance","prey-vision-angle","freeze-distance","flight-initiation-distance","prey-exhaustion-distance","time-to-turn","time-spent-circling","predator-limb-length","predator-vision-distance","predator-vision-angle","predator-exhaustion-distance","kill-distance","obstacle-proportion","obstacle-radius","prey-obstacle-sensitivity","predator-obstacle-sensitivity","number-of-refuges","number-of-target-patches","[step]","number-obstacles","count patches with [ pcolor = brown ] / count patches","prey-win","predator-win","detect-time","pursuit-time","sim-time","prey-escape-length","predator-pursuit-length","prey-curviness","predator-curviness","[ behaviour ] of one-of prey","[ behaviour ] of one-of predators","prey-detected"
"13","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","4107","88","0.05004166483926144","0","1","0.1","182.25","205.3","510.03171547732444","66.16046905593056","0.16058890243811225","0.39824550014120075","exhausted","pursue","1"
"38","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","1887","85","0.05004166483926144","0","1","31.25","43.400000000000006","94.30000000000001","124.13503487611463","23.519569502970718","0.1701926311927537","0.4294718462046513","escape","pursue","1"
"23","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","797","91","0.05004166483926144","0","1","37.9","1.9500000000000002","39.800000000000004","3.698811023672258","5.808280881286797","0.49975837251467503","0.0761736626913959","escape","pursue","1"
"9","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","1799","89","0.05004166483926144","0","1","24.1","65.85000000000001","89.9","215.08681725014497","13.851762140819734","0.10520749740654224","0.4285049207167213","escape","pursue","1"
"1","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","5690","89","0.05004166483926144","0","1","11.75","201.3","284.45","510.02166918678205","101.89067305011402","0.17492677804054746","0.4261927788497626","exhausted","pursue","1"
"7","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","4766","88","0.05004166483926144","0","1","12.200000000000001","207.55","238.25","510.11517348691564","64.85044902602375","0.1988380889730433","0.4980607337471256","exhausted","pursue","1"
"22","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","5138","85","0.05004166483926144","0","1","19.150000000000002","202.25","256.85","510.08205040560756","92.74881205128983","0.1992884971571603","0.42827139267273817","exhausted","pursue","1"
"5","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","4819","90","0.05004166483926144","0","1","0.05","206.70000000000002","240.9","510.10410302456637","83.64881470448037","0.19076360057121694","0.386644652461275","exhausted","pursue","1"
"20","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","2860","87","0.05004166483926144","0","1","35.5","107.5","142.95000000000002","331.90724295917147","4.9254197027092665","0.1191114928232678","0.5400000174493189","escape","pursue","1"
"2","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","2322","86","0.05004166483926144","0","1","71.25","44.85","116.05000000000001","117.33532364869433","7.951540411812464","0.11358857946601564","0.8079733331348229","escape","pursue","1"
"25","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","5873","86","0.05004166483926144","0","1","26.650000000000002","199.70000000000002","293.6","510.1271973432893","72.18955019152614","0.17502896235135737","0.49626454715254714","exhausted","pursue","1"
"6","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","3498","94","0.05004166483926144","0","1","140.5","34.4","174.85000000000002","83.19970546393996","21.11928049896756","0.3795184101224776","0.22624757284897298","escape","pursue","1"
"19","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","2834","94","0.05004166483926144","0","1","107.60000000000001","34.1","141.65","68.95625139962317","37.52846608038011","0.21298069669503591","0.35391603710385033","escape","pursue","1"
"11","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","4735","95","0.05004166483926144","0","1","95.7","104.15","236.70000000000002","239.1896456838793","34.821234147338714","0.25458706444089396","0.42208073348684666","escape","pursue","1"
"48","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","2414","88","0.05004166483926144","0","1","0.25","120.45","120.65","298.8394665890676","46.11402163898395","0.16684843918690653","0.3043222806937386","escape","pursue","1"
"34","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","5166","93","0.05004166483926144","0","1","76","172.95000000000002","258.25","510.1449220432132","35.09998060757222","0.16852966106858494","0.29887639944249655","exhausted","pursue","1"
"26","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","6312","86","0.05004166483926144","0","1","41.35","199.55","315.55","510.2886448925077","92.12912471092064","0.17255877841786138","0.4800063795797115","exhausted","pursue","1"
"32","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","2809","87","0.05004166483926144","0","1","138.55","1.9000000000000001","140.4","2.1942834403973626","4.246306898431952","0.275457218843015","0.060861015616851845","escape","pursue","1"
"27","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","3832","88","0.05004166483926144","0","1","155.35000000000002","36.25","191.55","85.68566037333213","23.151934791138732","0.2041575589268375","0.18917489694335649","escape","pursue","1"
"10","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","4101","90","0.05004166483926144","0","1","205","0","205","0","0","0","0","escape","pursue","1"
"49","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","1247","89","0.05004166483926144","0","1","62.300000000000004","0","62.300000000000004","0","0","0","0","forage","stalk","1"
"3","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","6449","95","0.05004166483926144","0","1","162.10000000000002","143.6","322.40000000000003","344.8386359289824","35.838763981223316","0.19843327586700946","0.4782755655275875","escape","pursue","1"
"50","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","315","90","0.05004166483926144","0","1","11.850000000000001","3.9000000000000004","15.700000000000001","12.429883638265363","4.369060430591751","0.5062676772120618","0.12774165071664054","escape","pursue","1"
"41","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","4315","94","0.05004166483926144","0","1","209.85000000000002","5.9","215.70000000000002","14.0799598263411","5.242957787894796","0.33933002865200435","0.3127424864437821","escape","pursue","1"
"31","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","4148","86","0.05004166483926144","0","1","205.55","1.85","207.35000000000002","0.5704128319709014","3.8497653361853867","3.8493111358816376","0.069009784351415","escape","pursue","1"
"64","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","1069","86","0.05004166483926144","0","1","13.9","39.550000000000004","53.400000000000006","99.30707198644096","40.8653627407289","0.19075749106055595","0.21086126607079456","escape","pursue","1"
"36","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","8451","85","0.05004166483926144","0","1","186.75","175.45000000000002","422.5","510.0299949077455","61.04983162295158","0.1752330990586662","0.4842128320421452","exhausted","pursue","1"
"30","0.5","15","180","10","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","0","0","9121","93","0.05004166483926144","0","1","178.55","186.85000000000002","456","510.1807343523829","91.95645578353937","0.1425661596061843","0.47905608545122724","exhausted","pursue","1"
