"BehaviorSpace results (NetLogo 6.1.1)"
"predator-prey-model-revised-17_03_2020.nlogo"
"PS 036"
"04/02/2020 19:25:04:550 +1100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-75","75","-75","75"
"[run number]","prey-limb-length","prey-vision-distance","prey-vision-angle","freeze-distance","flight-initiation-distance","prey-exhaustion-distance","time-to-turn","time-spent-circling","predator-limb-length","predator-vision-distance","predator-vision-angle","predator-exhaustion-distance","kill-distance","obstacle-proportion","obstacle-radius","prey-obstacle-sensitivity","predator-obstacle-sensitivity","number-of-refuges","number-of-target-patches","[step]","number-obstacles","count patches with [ pcolor = brown ] / count patches","prey-win","predator-win","detect-time","pursuit-time","sim-time","prey-escape-length","predator-pursuit-length","prey-curviness","predator-curviness","[ behaviour ] of one-of prey","[ behaviour ] of one-of predators","prey-detected"
"31","0.5","15","30","5","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","1","0","1468","94","0.05004166483926144","0","1","24.85","48.550000000000004","73.35000000000001","133.3120589909171","21.76198843114141","0.12767916090680326","0.3476808829127242","escape","pursue","1"
"19","0.5","15","30","5","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","1","0","1025","90","0.05004166483926144","0","1","50.45","0.8","51.2","0.4860865603016232","2.346875395156358","0.93448466834649","0.021295256062055675","escape","pursue","1"
"37","0.5","15","30","5","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","1","0","1391","89","0.05004166483926144","0","1","69.5","0","69.5","0","0","0","0","forage","stalk","1"
"14","0.5","15","30","5","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","1","0","1222","89","0.05004166483926144","1","0","19.05","42.050000000000004","61.050000000000004","115.32634674831793","6.637907639497533","0.11884278955914647","0.5824345719058608","safe","search","1"
"35","0.5","15","30","5","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","1","0","2775","88","0.05004166483926144","1","0","32.9","105.85000000000001","138.70000000000002","291.5994874054924","36.24311778837174","0.1358763050354052","0.40394040631025135","safe","search","1"
"11","0.5","15","30","5","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","1","0","821","96","0.05004166483926144","0","1","40.7","0","41","0","0","0","0","escape","pursue","1"
"29","0.5","15","30","5","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","1","0","1308","97","0.05004166483926144","0","1","65.10000000000001","0.30000000000000004","65.35000000000001","0.13519775056230243","0.46744153314994213","1.6789096880142649","0.14478118251416291","escape","pursue","1"
"36","0.5","15","30","5","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","1","0","943","86","0.05004166483926144","0","1","45.300000000000004","0","47.1","0","0","0","0","forage","stalk","1"
"20","0.5","15","30","5","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","1","0","999","92","0.05004166483926144","0","1","47.2","0","49.900000000000006","0","0","0","0","forage","stalk","1"
"16","0.5","15","30","5","5","510","3","1","0.5","15","180","510","1","0.05","1","0.99","0.99","1","0","1416","89","0.05004166483926144","0","1","70.75","0","70.75","0","0","0","0","forage","stalk","1"
