"BehaviorSpace results (NetLogo 6.1.1)"
"predator-prey-model-revised-17_03_2020.nlogo"
"PS 083"
"04/25/2020 17:21:17:038 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-75","75","-75","75"
"[run number]","prey-limb-length","prey-vision-distance","prey-vision-angle","freeze-distance","flight-initiation-distance","prey-exhaustion-distance","time-to-turn","time-spent-circling","predator-limb-length","predator-vision-distance","predator-vision-angle","predator-exhaustion-distance","kill-distance","obstacle-proportion","obstacle-radius","prey-obstacle-sensitivity","predator-obstacle-sensitivity","number-of-refuges","number-of-target-patches","[step]","number-obstacles","count patches with [ pcolor = brown ] / count patches","prey-win","predator-win","detect-time","pursuit-time","sim-time","prey-escape-length","predator-pursuit-length","prey-curviness","predator-curviness","[ behaviour ] of one-of prey","[ behaviour ] of one-of predators","prey-detected"
"39","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","418","86","0.05004166483926144","0","1","16.55","3.75","20.85","10.037112451798844","6.499944720115638","0.3726392245392004","0.2087104383646515","exhausted","pursue","1"
"32","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","451","87","0.05004166483926144","0","1","0.15000000000000002","2.5","22.5","10.03170862114686","13.499834032299995","0.09442899136249967","0.6612410973744257","exhausted","pursue","1"
"31","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","632","86","0.05004166483926144","0","1","14.75","2.0500000000000003","31.55","10.03782813119095","15.220163777596298","0.09058114527624965","0.8505339130850499","exhausted","pursue","1"
"17","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","415","92","0.05004166483926144","0","1","17.650000000000002","3.1","20.700000000000003","3.5774248742497288","3.812979093395887","1.0805674279188637","0.5631895316566685","escape","pursue","1"
"16","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","909","94","0.05004166483926144","0","1","34.300000000000004","4","45.400000000000006","10.02230835761339","14.201652748185309","0.2894499064648633","0.6553983436588142","exhausted","pursue","1"
"36","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","709","91","0.05004166483926144","0","1","21.450000000000003","2.0500000000000003","35.4","10.119351019194804","18.26577982930212","0.020893965990941638","0.45457024923322015","exhausted","pursue","1"
"9","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","1506","91","0.05004166483926144","0","1","54.650000000000006","4.1000000000000005","75.25","10.081440303328023","21.430970552092305","0.33042084365632657","0.6477493221559969","exhausted","pursue","1"
"45","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","259","88","0.05004166483926144","0","1","0.75","1.85","12.9","10.085297518887547","14.173756861478973","0.10569854045785705","0.8262566580717549","exhausted","pursue","1"
"33","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","1194","95","0.05004166483926144","0","1","53.5","1.25","59.650000000000006","10.516333317146369","8.003887243266822","0.06012558167457344","0.4891182094071897","exhausted","pursue","1"
"29","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","2393","87","0.05004166483926144","0","1","111.80000000000001","1.55","119.60000000000001","10.165024763917568","8.739107130827863","0.024815122104340583","0.9931651723168602","exhausted","pursue","1"
"38","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","1308","86","0.05004166483926144","0","1","58.650000000000006","2.6500000000000004","65.35000000000001","10.040707469145763","8.36141017679626","0.20393751702903073","0.6476742636233658","exhausted","pursue","1"
"42","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","1365","88","0.05004166483926144","0","1","52","2","68.2","10.116097737621208","17.447320164660724","0.2791298166466905","0.77723884298199","exhausted","pursue","1"
"5","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","1517","94","0.05004166483926144","0","1","58","3.4000000000000004","75.8","10.032072833951364","13.557036549324115","0.07631972266191477","1.0214812228690175","exhausted","pursue","1"
"19","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","1900","89","0.05004166483926144","0","1","91.65","3.35","94.95","4.558209780118782","4.577382435438567","0.6691372466967709","0.4801368970515117","escape","pursue","1"
"49","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","252","83","0.05004166483926144","0","1","6.75","1.6500000000000001","12.55","10.003655217009372","7.585471746147876","0.05988521093775377","0.49851236537359767","exhausted","pursue","1"
"25","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","1700","89","0.05004166483926144","0","1","76.4","3.1","84.95","10.314448579712918","11.901703123644594","0.31653040866997495","0.5621764366877545","exhausted","pursue","1"
"15","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","3832","94","0.05004166483926144","0","1","123.7","3.5","191.55","10.017324841428016","65.14286252838876","0.29417637267201807","0.7572785678572898","exhausted","pursue","1"
"48","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","344","91","0.05004166483926144","0","1","4.15","3.85","17.150000000000002","10.002444869528572","13.718993675529916","0.2528291142996565","0.5436013226295321","exhausted","pursue","1"
"21","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","2860","86","0.05004166483926144","0","1","135.9","2.35","142.95000000000002","10.087721137181152","8.081238365213098","0.07636779041151251","0.6881532301230723","exhausted","pursue","1"
"57","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","246","96","0.05004166483926144","0","1","0.05","5.1000000000000005","12.25","10.151406938074539","13.718249829460772","0.2752735161301612","0.6404648463805385","exhausted","pursue","1"
"13","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","2647","90","0.05004166483926144","0","1","124.65","2.2","132.3","10.256967616951611","8.010511450862674","0.1979723353713703","0.6105500326247558","exhausted","pursue","1"
"50","0.5","15","180","10","5","10","3","1","0.1","15","180","510","1","0.05","1","0.99","0.99","1","0","1932","83","0.05004166483926144","0","1","92.45","1.3","96.55000000000001","10.161369882946452","6.386882229274991","0.15312336087249587","0.48594925854151083","exhausted","pursue","1"
