"BehaviorSpace results (NetLogo 6.1.1)"
"predator-prey-model-revised-17_03_2020.nlogo"
"PS 139"
"05/22/2020 19:50:23:752 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-75","75","-75","75"
"[run number]","prey-limb-length","prey-vision-distance","prey-vision-angle","freeze-distance","flight-initiation-distance","prey-exhaustion-distance","time-to-turn","time-spent-circling","predator-limb-length","predator-vision-distance","predator-vision-angle","predator-exhaustion-distance","kill-distance","obstacle-proportion","obstacle-radius","prey-obstacle-sensitivity","predator-obstacle-sensitivity","number-of-refuges","number-of-target-patches","[step]","number-obstacles","count patches with [ pcolor = brown ] / count patches","prey-win","predator-win","detect-time","pursuit-time","sim-time","prey-escape-length","predator-pursuit-length","prey-curviness","predator-curviness","[ behaviour ] of one-of prey","[ behaviour ] of one-of predators","prey-detected"
"40","0.5","15","180","10","5","510","3","1","0.5","15","30","510","1","0.05","0.5","0.99","0.99","1","0","209","377","0.05004166483926144","0","1","6.550000000000001","3.9000000000000004","10.4","12.431681469974942","0.1498188907115113","0.32788489421798445","0.34130835439795015","escape","search","1"
"27","0.5","15","180","10","5","510","3","1","0.5","15","30","510","1","0.05","0.5","0.99","0.99","1","0","1732","330","0.05004166483926144","0","1","15.100000000000001","71.5","86.55000000000001","172.55606593840645","5.914392590559037","0.3260380031735792","0.34191308144673943","escape","pursue","1"
"37","0.5","15","180","10","5","510","3","1","0.5","15","30","510","1","0.05","0.5","0.99","0.99","1","0","650","346","0.05004166483926144","0","1","31.6","1.4500000000000002","32.45","3.378150864890694","0.5753130492221643","0.21123293632011547","0.16507621210016332","circle","stalk","1"
"35","0.5","15","180","10","5","510","3","1","0.5","15","30","510","1","0.05","0.5","0.99","0.99","1","0","1630","367","0.05004166483926144","1","0","36.800000000000004","51.050000000000004","81.45","142.73553047397252","0.16354096480450023","0.17607495318542873","4.707412761748737","safe","search","1"
"36","0.5","15","180","10","5","510","3","1","0.5","15","30","510","1","0.05","0.5","0.99","0.99","1","0","4185","353","0.05004166483926144","0","1","9.700000000000001","199.95000000000002","209.20000000000002","454.5940203394131","4.9408940330917","0.3061632486570554","0.9724961858999007","escape","search","1"
"16","0.5","15","180","10","5","510","3","1","0.5","15","30","510","1","0.05","0.5","0.99","0.99","1","0","1390","342","0.05004166483926144","0","1","56.45","13.05","69.45","24.412310099189078","1.6382830515733675","0.5060902234374541","0.4660577910717252","circle","stalk","1"
"29","0.5","15","180","10","5","510","3","1","0.5","15","30","510","1","0.05","0.5","0.99","0.99","1","0","4618","363","0.05004166483926144","0","1","72.65","158.5","230.85000000000002","370.04952372728127","16.49450138276082","0.23856722809403716","0.6371877891245973","escape","pursue","1"
"31","0.5","15","180","10","5","510","3","1","0.5","15","30","510","1","0.05","0.5","0.99","0.99","1","0","2594","341","0.05004166483926144","1","0","68.2","62.6","129.65","158.09750072489183","13.237938618273613","0.3330384342641818","0.3038244009979874","safe","search","1"
"38","0.5","15","180","10","5","510","3","1","0.5","15","30","510","1","0.05","0.5","0.99","0.99","1","0","3536","356","0.05004166483926144","0","1","64.8","116.30000000000001","176.75","226.71905250942442","18.363112176023613","0.37573313009800235","0.4882783634242213","escape","pursue","1"
"24","0.5","15","180","10","5","510","3","1","0.5","15","30","510","1","0.05","0.5","0.99","0.99","1","0","3311","370","0.05004166483926144","0","1","21.75","104","165.5","210.48024422452886","12.47771489391329","0.36067275437662993","0.6056627868690825","escape","search","1"
